branch,date,segments,initial_energy_kwh,final_energy_kwh,normal_yuan,adjustment_yuan,emergency_yuan,total_yuan,q0_kwh,a_final_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,adjust_up_kwh,adjust_down_kwh,adjust_abs_kwh
Q42/M0_P7,2025-09-17,144,1200,1200,38868.7579992454,0,18905.1175278416,57773.875527087,60740.5376159702,60740.5376159702,20938.5280160427,16960.2076929946,3396.85090899011,198.949801912221,0,0,0
Q42/M0_P7,2025-09-18,144,1200,1247.47035883454,38382.6969514737,0,16915.8168748869,55298.5138263606,60373.4724296306,60373.4724296306,21365.8261252328,17263.5958384875,2940.1196384696,255.310664688216,0,0,0
Q42/M0_P7,2025-09-19,144,1247.47035883454,1200,13062.5108189734,0,7544.45603504604,20606.9668540195,29452.9530481977,29452.9530481977,16437.2078431613,13356.8616759118,2655.52805793676,12926.7826222182,0,0,0
Q42/M0_P7,2025-09-20,144,1200,1231.01723708582,13199.2500275809,0,7447.26820569429,20646.5182332752,30879.0841367187,30879.0841367187,16960.0879887802,13709.7557575347,1664.15869650495,13647.4768686449,0,0,0
Q42/M0_P7,2025-09-21,144,1231.01723708582,1745.78320260953,42455.2030819897,0,5091.44960976754,47546.6526917572,66289.1194082191,66289.1194082191,20466.9003872602,16114.8999447094,810.848376392035,4460.47985872702,0,0,0
Q42/M0_P7,2025-09-22,144,1745.78320260953,1284.22477462879,43650.6461997141,0,4345.40886064238,47996.0550603565,67109.7901143816,67109.7901143816,20883.1498372782,17330.753953378,746.057314022254,3689.43166117034,0,0,0
Q42/M0_P7,2025-09-23,144,1284.22477462879,1709.57446664347,44793.9011975899,0,3573.65086032438,48367.5520579143,69304.2768122535,69304.2768122535,21742.3442816064,17228.484145288,578.190807812399,3251.99190041411,0,0,0
Q42/M0_P7,2025-09-24,144,1709.57446664347,1761.53756119148,44968.8739211117,0,0,44968.8739211117,69610.997806145,69610.997806145,20853.0479455511,16844.2020508032,0,4538.92681139711,0,0,0
Q42/M0_P7,2025-09-25,144,1761.53756119148,1380.94112115721,44354.0235715072,0,106.256645833333,44460.2802173405,68686.8419802314,68686.8419802314,20990.5506020697,17344.8827837073,15.3716666666666,4721.09692853564,0,0,0
Q42/M0_P7,2025-09-26,144,1380.94112115721,1219.19542211799,14477.1321479165,0,0,14477.1321479165,32648.8597680302,32648.8597680302,17186.9857082962,14067.0295528552,0,11834.6601125892,0,0,0
Q42/M0_P7,2025-09-27,144,1219.19542211799,1200,15576.5733384178,0,1117.59873446306,16694.1720728808,33992.6992356786,33992.6992356786,17851.1958687825,14476.7445336201,275.26307483087,13092.208725347,0,0,0
Q42/M0_P7,2025-09-28,144,1200,2363.15281921381,46503.3278804323,0,43.485003917616,46546.81288435,71896.7124235964,71896.7124235964,24106.1647899779,18479.1559425897,6.5922891613001,2788.66669870276,0,0,0
Q42/M0_P7,2025-09-29,144,2363.15281921381,2135.7224739111,47741.6205618921,0,65.6612193175125,47807.2817812096,72722.314691756,72722.314691756,20820.8242153044,17069.554925169,11.0679425938321,6222.22174421441,0,0,0
Q42/M0_P7,2025-09-30,144,2135.7224739111,2081.83504420831,47611.4241328675,0,0,47611.4241328675,72374.2410307589,72374.2410307589,21441.0773843048,17415.7713680194,0,2926.76024780683,0,0,0
Q42/M0_P7,2025-10-01,144,2081.83504420831,4285.48963191727,45113.0603853118,0,0,45113.0603853118,72659.7518424262,72659.7518424262,19126.8638604067,13509.4705979914,0,17380.8370466775,0,0,0
Q42/M0_P7,2025-10-02,144,4285.48963191727,4375.32416415782,44914.2594381566,0,0,44914.2594381566,71520.412967172,71520.412967172,18913.9696628797,15239.4643479161,0,16115.1245355417,0,0,0
Q42/M0_P7,2025-10-03,144,4375.32416415782,2805.79203827118,12166.9711251629,0,0,12166.9711251629,28586.2256753642,28586.2256753642,15301.3994678481,13806.7124822549,0,19274.384989771,0,0,0
Q42/M0_P7,2025-10-04,144,2805.79203827118,2962.10358658081,13677.5330465105,0,0,13677.5330465105,31543.153411176,31543.153411176,16683.3866527921,13372.862795283,0,15136.6471203335,0,0,0
Q42/M0_P7,2025-10-05,144,2962.10358658081,3223.91592559163,40805.5893278929,0,0,40805.5893278929,65050.6760630598,65050.6760630598,19601.1772765297,15641.3224888793,0,6354.86020874271,0,0,0
Q42/M0_P7,2025-10-06,144,3223.91592559163,3248.22655593166,43071.2691683341,0,0,43071.2691683341,66386.9481533741,66386.9481533741,19938.4774655376,16128.2871797794,0,4843.64861761597,0,0,0
Q42/M0_P7,2025-10-07,144,3248.22655593166,3224.38293187553,42425.4859420968,0,0,42425.4859420968,66764.3672007197,66764.3672007197,22864.5901766662,18541.7773047501,0,4669.99132880369,0,0,0
Q42/M0_P7,2025-10-08,144,3224.38293187553,1339.35790484139,38106.8270022085,0,2298.28710133405,40405.1141035426,61226.9787286078,61226.9787286078,21636.9424976189,19222.4459474021,348.3632944883,2682.34980621261,0,0,0
Q42/M0_P7,2025-10-09,144,1339.35790484139,1586.88410434939,40360.0887410182,0,911.885934404672,41271.9746754229,65055.4204064169,65055.4204064169,21093.6611398396,16863.0919437129,136.961491201661,5201.83101815846,0,0,0
Q42/M0_P7,2025-10-10,144,1586.88410434939,1200,12531.5124466588,0,261.948797090741,12793.4612437496,30811.1352092319,30811.1352092319,19023.873124424,15757.5329246979,165.637299270779,18366.8213921099,0,0,0
Q42/M0_P7,2025-10-11,144,1200,1876.21286450625,13741.581794876,0,0,13741.581794876,33254.978373408,33254.978373408,18243.5917776592,14168.7177618484,0,15073.7907742638,0,0,0
Q42/M0_P7,2025-10-12,144,1876.21286450625,1473.4420943847,40693.4840188109,0,105.120590166667,40798.6046089776,65435.5721416455,65435.5721416455,21169.8707463808,17510.0889976778,20.9299333333333,3281.76434294257,0,0,0
Q42/M0_P7,2025-10-13,144,1473.4420943847,2128.1060725959,42760.2620868142,0,0,42760.2620868142,68535.9168829427,68535.9168829427,22189.7998349036,17384.5402858818,0,6703.2620339209,0,0,0
Q42/M0_P7,2025-10-14,144,2128.1060725959,1775.00684515505,42460.4395072904,0,0,42460.4395072904,67051.1135302091,67051.1135302091,22135.0727316269,18247.1982173146,0,2389.40973256338,0,0,0
Q42/M0_P7,2025-10-15,144,1775.00684515505,1396.88295164026,40845.4404548778,0,5571.75714769767,46417.1976025754,65602.4567544105,65602.4567544105,21934.3854032622,18107.1636808057,913.671627575231,768.88300952919,0,0,0
Q42/M0_P7,2025-10-16,144,1396.88295164026,1525.8984684841,43012.0475984228,0,9827.77154506637,52839.8191434892,68252.4673717925,68252.4673717925,22165.5317699759,17837.966768521,1540.70428551073,2499.13370584837,0,0,0
Q42/M0_P7,2025-10-17,144,1525.8984684841,1200,13473.8835647328,0,621.41073570726,14095.2943004401,32721.8169097339,32721.8169097339,17632.1750450957,14575.3704081632,164.976647541762,13825.7896036765,0,0,0
Q42/M0_P7,2025-10-18,144,1200,1519.61779190748,13744.585031389,0,0,13744.585031389,33641.2490790392,33641.2490790392,19337.2606882194,15375.5251447409,0,13602.9202688942,0,0,0
Q42/M0_P7,2025-10-19,144,1519.61779190748,1583.47250266614,44979.2743810051,0,4796.16249866749,49775.4368796726,71005.3765034325,71005.3765034325,22654.9126743368,18293.01002653,732.605403194446,3490.35672548688,0,0,0
Q42/M0_P7,2025-10-20,144,1583.47250266614,1400.88877609911,45908.9654457479,0,1710.81932991772,47619.7847756656,72030.7402980682,72030.7402980682,22186.7240035813,18135.5717968112,323.418059761818,3862.22378439325,0,0,0
Q42/M0_P7,2025-10-21,144,1400.88877609911,1649.87164536806,47461.4235051918,0,0,47461.4235051918,73436.2744938973,73436.2744938973,22335.3325816337,17867.5348087812,0,2505.89537104482,0,0,0
Q42/M0_P7,2025-10-22,144,1649.87164536806,1486.08472339107,48696.2727667083,0,0,48696.2727667083,75772.880228361,75772.880228361,25476.3501124401,20783.2518208558,0,5524.88523677663,0,0,0
Q42/M0_P7,2025-10-23,144,1486.08472339107,2072.94918178078,48613.5138576125,0,0,48613.5138576125,76096.4055655297,76096.4055655297,23022.9267915761,18120.3926886259,0,7814.37442924616,0,0,0
Q42/M0_P7,2025-10-24,144,2072.94918178078,1519.51640854922,14127.9276907874,0,0,14127.9276907874,33762.8340555503,33762.8340555503,18932.2643677705,15833.2236338025,0,12243.7426049156,0,0,0
Q42/M0_P7,2025-10-25,144,1519.51640854922,1549.66220287972,14606.9472951388,0,0,14606.9472951388,34788.6247656891,34788.6247656891,19603.8586215048,15851.9942685215,0,11638.3276793724,0,0,0
Q42/M0_P7,2025-10-26,144,1549.66220287972,2395.08229484907,48996.2563838518,0,0,48996.2563838518,75997.3685242542,75997.3685242542,23009.3851097961,17876.7238561624,0,6320.39525395381,0,0,0
Q42/M0_P7,2025-10-27,144,2395.08229484907,1759.73553318765,47944.4184154663,0,27.9011015834896,47972.3195170498,74449.0565658692,74449.0565658692,20489.8175400701,17168.5642929521,5.31449553971231,7580.53614762423,0,0,0
Q42/M0_P7,2025-10-28,144,1759.73553318765,2119.87647750492,48477.3363312665,0,0,48477.3363312665,74471.4007050504,74471.4007050504,21379.2695086662,16993.0814521341,0,4112.79094851829,0,0,0
Q42/M0_P7,2025-10-29,144,2119.87647750492,1999.4132517004,49714.158646229,0,0,49714.158646229,75493.3129259699,75493.3129259699,22777.9454562181,18558.5527227607,0,1961.66339251254,0,0,0
Q42/M0_P7,2025-10-30,144,1999.4132517004,2010.074802939,51689.9484786984,0,0,51689.9484786984,77791.9623531023,77791.9623531023,21400.0118926319,17324.4142369171,0,8928.54704738753,0,0,0
Q42/M0_P7,2025-10-31,144,2010.074802939,2127.38869439472,14997.9166624058,0,0,14997.9166624058,34881.8177009447,34881.8177009447,16595.171401567,13336.5063329591,0,7718.86056567019,0,0,0
Q42/M0_P7,2025-11-01,144,2127.38869439472,2307.90618271027,14783.7137128053,0,0,14783.7137128053,35203.2263615206,35203.2263615206,17909.3319091234,14344.093106906,0,9093.9491259698,0,0,0
Q42/M0_P7,2025-11-02,144,2307.90618271027,2011.86716153203,51576.6534247439,0,0,51576.6534247439,78036.3830580849,78036.3830580849,23307.9619898247,19145.8843308184,0,5077.92146574529,0,0,0
Q42/M0_P7,2025-11-03,144,2011.86716153203,2275.95881882757,53019.8008107837,0,0,53019.8008107837,78517.6986896873,78517.6986896873,20852.6189634736,16652.9388688476,0,4813.08831172797,0,0,0
Q42/M0_P7,2025-11-04,144,2275.95881882757,1814.62374462642,52295.878307582,0,53.839768786649,52349.7180763686,79028.6510753869,79028.6510753869,20752.1667759654,17224.456655313,11.2365164951788,7932.10543789633,0,0,0
Q42/M0_P7,2025-11-05,144,1814.62374462642,2556.18454015129,53995.3284337664,0,0,53995.3284337664,80036.672473106,80036.672473106,21733.0576874417,16936.3720108554,0,5561.96672985301,0,0,0
Q42/M0_P7,2025-11-06,144,2556.18454015129,2013.22700051982,52956.0787970161,0,3131.90682787731,56087.9856248935,78181.4783597695,78181.4783597695,22288.2410838704,18542.1370636034,573.623752319828,3639.41354182228,0,0,0
Q42/M0_P7,2025-11-07,144,2013.22700051982,2319.40277339293,15568.1543661998,0,0,15568.1543661998,36349.1451226396,36349.1451226396,18898.2974645433,15032.0627506943,0,9164.44862545726,0,0,0
Q42/M0_P7,2025-11-08,144,2319.40277339293,2339.37722472063,15466.4784051292,0,0,15466.4784051292,36023.4338786831,36023.4338786831,18771.7158954633,15187.1128691304,0,8647.62375235017,0,0,0
Q42/M0_P7,2025-11-09,144,2339.37722472063,2284.06149859981,53913.3707194465,0,0,53913.3707194465,79689.6202695955,79689.6202695955,21167.3175144529,17195.3113402156,0,4370.79691202488,0,0,0
Q42/M0_P7,2025-11-10,144,2284.06149859981,2039.08043598494,55349.0269428113,0,0,55349.0269428113,80224.1278231866,80224.1278231866,22693.949479423,18602.582034686,0,2274.31727844965,0,0,0
Q42/M0_P7,2025-11-11,144,2039.08043598494,2169.76212159716,55451.6480964835,0,0,55451.6480964835,81404.5320031478,81404.5320031478,21110.1748892368,16981.6281432308,0,5716.96559047514,0,0,0
Q42/M0_P7,2025-11-12,144,2169.76212159716,2532.83800311479,56274.4309892158,0,10.4914202739158,56284.9224094898,82494.2314743,82494.2314743,21873.2724412506,17390.5823840471,2.03895059254023,7057.59261768901,0,0,0
Q42/M0_P7,2025-11-13,144,2532.83800311479,2467.02913696399,56237.3377237299,0,0,56237.3377237299,80947.2356711676,80947.2356711676,20513.5480682863,16675.2019148476,0,4713.01820106223,0,0,0
Q42/M0_P7,2025-11-14,144,2467.02913696399,2430.37384217287,15874.3629520009,0,0,15874.3629520009,36759.7712506957,36759.7712506957,18249.9931762902,14815.4842381071,0,5726.80701251257,0,0,0
Q42/M0_P7,2025-11-15,144,2430.37384217287,2145.85760943158,16209.2192706168,0,0,16209.2192706168,36886.5793265109,36886.5793265109,19249.3143916664,15848.0092667169,0,5273.38728489478,0,0,0
Q42/M0_P7,2025-11-16,144,2145.85760943158,2335.30550323242,58284.9016943453,0,0,58284.9016943453,83807.150361202,83807.150361202,22040.0461051761,17681.9342407719,0,5014.49411346447,0,0,0
Q42/M0_P7,2025-11-17,144,2335.30550323242,2633.801192337,58518.053246586,0,0,58518.053246586,84701.1793117989,84701.1793117989,22785.5355768114,18187.6376970231,0,7407.52709867725,0,0,0
Q42/M0_P7,2025-11-18,144,2633.801192337,2593.96373051618,57931.255083816,0,0,57931.255083816,83082.5490934667,83082.5490934667,21245.1625446731,17244.435376824,0,4191.27009228422,0,0,0
Q42/M0_P7,2025-11-19,144,2593.96373051618,2118.68202865228,59329.7822660667,0,0,59329.7822660667,83963.0085200864,83963.0085200864,21643.0543275028,17958.6275369547,0,4910.27012953838,0,0,0
Q42/M0_P7,2025-11-20,144,2118.68202865228,2395.33802322975,59152.5407418915,0,0,59152.5407418915,85419.0174762566,85419.0174762566,20842.6784423596,16633.5791431915,0,6416.8421437552,0,0,0
Q42/M0_P7,2025-11-21,144,2395.33802322975,2375.93001849699,16926.1049792178,0,0,16926.1049792178,38426.9217323873,38426.9217323873,18258.532916738,14806.8788668172,0,6110.88361579996,0,0,0
Q42/M0_P7,2025-11-22,144,2375.93001849699,2211.17369204767,16979.8478147095,0,0,16979.8478147095,39225.2956649359,39225.2956649359,19198.554714503,15699.1100125519,0,5506.02147965133,0,0,0
Q42/M0_P7,2025-11-23,144,2211.17369204767,2423.33420525432,60462.1432598183,0,0,60462.1432598183,86259.2137415128,86259.2137415128,22664.1753808849,18167.0375966308,0,6529.97967392535,0,0,0
Q42/M0_P7,2025-11-24,144,2423.33420525432,1996.00926808491,59812.1630640165,0,0,59812.1630640165,85465.5123779223,85465.5123779223,20429.0733614881,16932.1418662579,0,7806.63718269204,0,0,0
Q42/M0_P7,2025-11-25,144,1996.00926808491,2327.27369316569,59921.1112552729,0,0,59921.1112552729,85892.9843282985,85892.9843282985,21831.2442587354,17385.169867003,0,5278.24946989944,0,0,0
Q42/M0_P7,2025-11-26,144,2327.27369316569,2561.10846614777,60371.4475723654,0,0,60371.4475723654,85559.3938633049,85559.3938633049,20967.7013541441,16773.3868011729,0,4607.41242700029,0,0,0
Q42/M0_P7,2025-11-27,144,2561.10846614777,2486.28297373342,60997.161770656,0,0,60997.161770656,85875.5765956005,85875.5765956005,20301.0832236179,16511.2203543034,0,6304.82099295271,0,0,0
Q42/M0_P7,2025-11-28,144,2486.28297373342,2197.39637695719,16724.1807573395,0,0,16724.1807573395,39342.812244194,39342.812244194,18783.8287903054,15474.899257246,0,5112.64416113458,0,0,0
Q42/M0_P7,2025-11-29,144,2197.39637695719,2301.90779720113,17612.1023658371,0,0,17612.1023658371,41171.9637011095,41171.9637011095,20134.2592735139,16214.6897333267,0,2322.94406092235,0,0,0
Q42/M0_P7,2025-11-30,144,2301.90779720113,2375.0229514102,62865.8426648141,0,0,62865.8426648141,88231.0305649001,88231.0305649001,22158.7678028192,17882.7982814954,0,3710.23292690966,0,0,0
Q42/M0_P7,2025-12-01,144,2375.0229514102,1982.9632698719,67294.941418003,0,17853.6670048599,85148.6084228629,88898.8111355473,88898.8111355473,23864.4292955864,19683.0414428095,2877.73396651055,1296.22951594758,0,0,0
Q42/M0_P7,2025-12-02,144,1982.9632698719,1586.27824345664,68884.1702206603,0,20908.7895152289,89792.9597358892,89886.763290367,89886.763290367,23816.4273403784,19648.3226694802,3146.11373504613,226.962404515012,0,0,0
Q42/M0_P7,2025-12-03,144,1586.27824345664,3422.82561868479,76173.9413110911,0,12.4911725317617,76186.4324836228,98320.5707734254,98320.5707734254,26175.3384466375,19549.1315040711,1.74226550411629,4533.35752969632,0,0,0
Q42/M0_P7,2025-12-04,144,3422.82561868479,2953.96895300247,73766.4923635175,0,455.196338755108,74221.6887022726,94925.6966023677,94925.6966023677,22948.4178426685,19010.1894516756,64.0872121502179,4280.346673525,0,0,0
Q42/M0_P7,2025-12-05,144,2953.96895300247,3129.81566747735,24356.1051212158,0,0,24356.1051212158,51475.1528402595,51475.1528402595,20833.7577145327,16717.0817057441,0,6046.84914813753,0,0,0
Q42/M0_P7,2025-12-06,144,3129.81566747735,2922.3465576677,24519.8544216022,0,0,24519.8544216022,51482.532356965,51482.532356965,22569.078557744,18467.6758306014,0,3716.49881315562,0,0,0
Q42/M0_P7,2025-12-07,144,2922.3465576677,3040.68508858981,75869.6115629436,0,75.7452097606989,75945.3567727043,98117.7335641186,98117.7335641186,22684.5181566806,18267.9550290814,11.0078781805986,6059.49706470003,0,0,0
Q42/M0_P7,2025-12-08,144,3040.68508858981,3700.15594132496,80805.2608352077,0,0,80805.2608352077,104487.348278493,104487.348278493,22813.3256939684,17885.2700446528,0,11712.0815125103,0,0,0
Q42/M0_P7,2025-12-09,144,3700.15594132496,2777.57056164826,76022.8499927356,0,26.0667639636316,76048.9167566993,99828.4693602697,99828.4693602697,22661.5208190727,19186.1587051579,3.52526397616555,8968.17824366442,0,0,0
Q42/M0_P7,2025-12-10,144,2777.57056164826,2507.73649632292,76625.0416294011,0,0,76625.0416294011,99504.8030746315,99504.8030746315,22132.2060238145,18169.9375380826,0,7154.91612223288,0,0,0
Q42/M0_P7,2025-12-11,144,2507.73649632292,2719.48126734864,75325.6593074018,0,0,75325.6593074018,100024.156694751,100024.156694751,22620.816302182,18132.2909108443,0,9574.37660341358,0,0,0
Q42/M0_P7,2025-12-12,144,2719.48126734864,2513.77435137609,25296.1355808655,0,0,25296.1355808655,52849.683828141,52849.683828141,20941.3252927488,17147.6097115018,0,5341.55476356073,0,0,0
Q42/M0_P7,2025-12-13,144,2513.77435137609,2946.70874356013,26131.5863875047,0,0,26131.5863875047,54459.7314675415,54459.7314675415,21682.1059344622,17172.8648539488,0,6151.95700369473,0,0,0
Q42/M0_P7,2025-12-14,144,2946.70874356013,2749.24766991858,77151.4916202986,0,0,77151.4916202986,99550.4139339905,99550.4139339905,21890.6175260072,17909.1151623432,0,6790.18977032651,0,0,0
Q42/M0_P7,2025-12-15,144,2749.24766991858,2799.68851083318,82081.7505195162,0,0,82081.7505195162,105587.363806057,105587.363806057,22653.131316963,18303.6396099169,0,11768.3141323445,0,0,0
Q42/M0_P7,2025-12-16,144,2799.68851083318,2613.56629169642,80351.7408804353,0,0,80351.7408804353,104248.238003784,104248.238003784,23218.2650891728,18974.3047194531,0,10586.1863007312,0,0,0
Q42/M0_P7,2025-12-17,144,2613.56629169642,2604.83087255691,79822.7935864143,0,0,79822.7935864143,103376.396363245,103376.396363245,21320.6978681553,17277.6271504313,0,11141.4785788547,0,0,0
Q42/M0_P7,2025-12-18,144,2604.83087255691,2628.11460879968,78628.1218931333,0,0,78628.1218931333,102885.131519218,102885.131519218,22766.4941551328,18419.9049030391,0,11172.2753004577,0,0,0
Q42/M0_P7,2025-12-19,144,2628.11460879968,2250.04106326063,27265.3242466132,0,0,27265.3242466132,56312.4926770382,56312.4926770382,18117.0372031562,15015.0663255417,0,10302.1304994236,0,0,0
Q42/M0_P7,2025-12-20,144,2250.04106326063,2710.5002581637,27211.5572340808,0,0,27211.5572340808,56783.0039893458,56783.0039893458,19464.1534229169,15351.5509971499,0,9814.04931357885,0,0,0
Q42/M0_P7,2025-12-21,144,2710.5002581637,2840.52923460744,77814.238573931,0,0,77814.238573931,101916.232470469,101916.232470469,23588.5824767297,18989.7257273517,0,8279.59385442444,0,0,0
